	Condition	N° variables	Time	Status
322	SolidTissueNormal_StageIV_323	14321	236.60201954841614	Solve_Succeeded
323	PrimaryTumor_StageI_324	14321	239.52305459976196	Solve_Succeeded
324	PrimaryTumor_StageII_325	14321	239.79064893722534	Solve_Succeeded
325	PrimaryTumor_StageI_326	14321	239.8180832862854	Solve_Succeeded
326	PrimaryTumor_StageIV_327	14321	243.54248094558716	Solve_Succeeded
327	PrimaryTumor_StageII_328	14321	235.06760716438293	Solve_Succeeded
328	PrimaryTumor_StageNA_329	14321	254.54591059684753	Solve_Succeeded
329	PrimaryTumor_StageII_330	14321	232.71380281448364	Solve_Succeeded
330	PrimaryTumor_StageI_331	14321	270.4620223045349	Solve_Succeeded
331	PrimaryTumor_StageII_332	14321	278.27943682670593	Maximum_Iterations_Exceeded
332	PrimaryTumor_StageI_333	14321	234.83126044273376	Solve_Succeeded
333	PrimaryTumor_StageI_334	14321	232.07776618003845	Solve_Succeeded
334	SolidTissueNormal_StageI_335	14321	248.22054815292358	Solve_Succeeded
335	PrimaryTumor_StageI_336	14321	234.77548623085022	Solve_Succeeded
336	PrimaryTumor_StageI_337	14321	241.148854970932	Solve_Succeeded
337	PrimaryTumor_StageI_338	14321	240.3274540901184	Solve_Succeeded
338	PrimaryTumor_StageI_339	14321	237.0329942703247	Solve_Succeeded
339	PrimaryTumor_StageI_340	14321	244.09563088417053	Solve_Succeeded
340	PrimaryTumor_StageIV_341	14321	252.35126948356628	Solve_Succeeded
341	PrimaryTumor_StageI_342	14321	232.90593767166138	Solve_Succeeded
342	PrimaryTumor_StageII_343	14321	257.37050676345825	Solve_Succeeded
343	PrimaryTumor_StageI_344	14321	229.20766067504883	Solve_Succeeded
344	SolidTissueNormal_StageI_345	14321	222.7050130367279	Solve_Succeeded
345	PrimaryTumor_StageI_346	14321	235.48648500442505	Solve_Succeeded
346	SolidTissueNormal_StageIV_347	14321	245.98010635375977	Solve_Succeeded
347	PrimaryTumor_StageI_348	14321	247.16480612754822	Solve_Succeeded
348	SolidTissueNormal_StageI_349	14321	245.6144664287567	Solve_Succeeded
349	PrimaryTumor_StageI_350	14321	238.4681453704834	Solve_Succeeded
350	SolidTissueNormal_StageII_351	14321	254.62596011161804	Solve_Succeeded
351	PrimaryTumor_StageI_352	14321	251.2923445701599	Solve_Succeeded
352	PrimaryTumor_StageIV_353	14321	224.79974961280823	Solve_Succeeded
353	PrimaryTumor_StageIV_354	14321	228.1537926197052	Solve_Succeeded
354	SolidTissueNormal_StageIV_355	14321	243.11798334121704	Solve_Succeeded
355	PrimaryTumor_StageIII_356	14321	256.15815114974976	Solve_Succeeded
356	PrimaryTumor_StageI_357	14321	243.05199074745178	Solve_Succeeded
357	SolidTissueNormal_StageIV_358	14321	233.66471147537231	Solve_Succeeded
