Reaction	Acetate	Fructose	Galactose	Glucose	Glycerol	Gluconate	Pyruvate	Succinate
R_DDGALK	9.945388433277644e-09	9.855234296921144e-09	9.901733455029991e-09	9.848959463768786e-09	9.891580928870708e-09	9.947472740734243e-09	9.91804911716169e-09	9.916466206072631e-09
R_DDGLCNt2rpp	9.918499445371598e-09	8.840745432600605e-09	9.457853177713417e-09	8.46258405365341e-09	9.69361801592128e-09	9.573908230434136e-09	9.832381530489044e-09	9.810278592953248e-09
R_DDGLCNtex	9.918499355165976e-09	8.840745691074403e-09	9.457853167305076e-09	8.462583966917236e-09	9.693617908368424e-09	9.57390833278282e-09	9.832381575591851e-09	9.8102785894838e-09
R_DDGLK	6.962717904336981e-08	6.797417146753165e-08	6.879316546023936e-08	6.757836504891423e-08	6.912736576068893e-08	6.925507246029547e-08	6.939082541345522e-08	6.934640172499705e-08
R_DDPA	1.0216110048037887e-06	0.0015413295977597093	0.0002767162735256249	0.001696365365817092	8.424118225029441e-05	0.00041740747915387777	4.3169474731542535e-05	4.761834806272664e-05
R_DAPtex	-5.484474154604513e-06	-0.00047966282883482586	-0.0002341513782773141	-0.0006794337747320077	-0.0002285970275657245	-0.0002799947269847003	-0.00011359648635966836	-0.00010395660099016268
R_DASYN120	0.005388417858456175	0.009580868572206065	0.006137510054140439	0.008906310028696653	0.006424991558774032	0.007021945430124046	0.008757060644228862	0.006992327709782272
R_DASYN140	0.005312668994240014	0.009524948141526707	0.0060831258573367675	0.008849455174965779	0.00632901201087794	0.006959914532295471	0.008648138852556218	0.006920093012471085
R_DASYN141	0.005542700168461086	0.009960430610863637	0.0063874569484790545	0.009277109569090374	0.006675409424034271	0.007277558654539012	0.008909172416252468	0.0072015012534176566
R_DASYN160	0.005324045428344136	0.009637815687295591	0.006130232410052591	0.008943085088531953	0.006359027306529606	0.007005904071824222	0.008665260006473887	0.006942161450719153
R_DDPGALA	9.945388429466462e-09	9.855234295308437e-09	9.90173346093748e-09	9.848959467428921e-09	9.89158092934428e-09	9.947472734417316e-09	9.918049118096128e-09	9.91646620374098e-09
R_DGK1	-0.0050223839757258535	-0.019208101246467005	-0.01572616628601385	-0.021951711608432182	-0.013389862066600616	-0.014542655099073891	-0.0077461452562781205	-0.0069245422304121396
R_DGMPtex	9.979715498431574e-09	9.970494208033642e-09	9.972867198726476e-09	9.970519299074e-09	9.975738235468157e-09	9.989857385761525e-09	9.970334557962701e-09	9.970325010044691e-09
R_DASYN161	0.00566517229607447	0.010327595840383041	0.006712625509238307	0.009643144106306257	0.006935613652804192	0.007559830102879235	0.009073760161510055	0.0073944420413440065
R_ARBTptspp	0.0	8.560110913615964e-22	0.0	8.183475105175647e-22	8.075697638236555e-21	0.0	0.0	0.0
R_DASYN180	0.005509519305124428	0.010233049906899312	0.006449312449528416	0.00944630836230924	0.006699729536987344	0.007348014258168339	0.008940413549033499	0.0071899185426061735
R_DASYN181	0.006003421248216728	0.011156418363796028	0.007119779535652172	0.010303129899082305	0.007315377616260381	0.008052248221516277	0.009372854915063377	0.007751063327675458
R_DGSNt2pp	1.9955786379866773e-08	1.9932625406718996e-08	1.993887653651191e-08	1.99330496887079e-08	1.9945905762705002e-08	1.997704675813533e-08	1.9932861077601505e-08	1.9932848813511617e-08
